Conversion_ID,Campaign_ID,Customer_ID,Conversion_Date,Conversion_Type,Revenue,Order_Value,Product_Category,Device_Type,Payment_Method,Conversion_Status,Is_New_Customer
CONV15477,CMP032,CUST06619,2025-08-12,Purchase,730.41,730.41,Beauty,Desktop,Cash on Delivery,Completed,No
CONV15478,CMP053,CUST09805,2025-05-25,Lead,500.00,500.00,Books,Mobile,UPI,Completed,Yes
CONV15479,CMP074,CUST09981,2025-02-14,Purchase,1142.14,1142.14,Grocery,Mobile,Cash on Delivery,Completed,Yes
CONV15480,CMP176,CUST08225,2025-08-09,Purchase,190.66,190.66,Electronics,Mobile,UPI,Completed,Yes
CONV15481,CMP186,CUST04658,2025-06-05,Purchase,0.00,930.56,Books,Desktop,Net Banking,Cancelled,No
CONV15482,CMP126,CUST09277,2025-06-13,Purchase,2592.92,2592.92,Home & Kitchen,Mobile,Net Banking,Completed,No
CONV15483,CMP096,CUST01164,2025-12-15,Purchase,400.91,3336.73,Fitness,Mobile,Credit Card,Refunded,No
CONV15484,CMP059,CUST03302,2025-11-30,Subscription,741.85,741.85,Personal Care,Mobile,Credit Card,Completed,No
CONV15485,CMP001,CUST08537,2025-01-18,Purchase,182.81,1561.90,Grocery,Desktop,UPI,Refunded,Yes
CONV15486,CMP077,CUST01482,2025-05-13,Purchase,2528.23,2528.23,Home & Kitchen,Mobile,Cash on Delivery,Completed,No
CONV15487,CMP115,CUST00041,2025-07-23,Purchase,1549.58,1549.58,Fitness,Tablet,UPI,Completed,No
CONV15488,CMP099,CUST07184,2025-03-23,Purchase,720.06,720.06,Books,Mobile,UPI,Completed,Yes
CONV15489,CMP062,CUST00262,2025-02-07,Purchase,3289.77,3289.77,Home & Kitchen,Desktop,UPI,Completed,Yes
CONV15490,CMP182,CUST01138,2025-02-09,Purchase,2427.77,2427.77,Electronics,Desktop,UPI,Completed,No
CONV15491,CMP060,CUST07652,2025-12-08,Purchase,0.69,616.77,Books,Tablet,Credit Card,Refunded,No
CONV15492,CMP138,CUST05805,2025-06-15,Purchase,3555.31,3555.31,Home & Kitchen,Mobile,UPI,Completed,Yes
CONV15493,CMP054,CUST08056,2025-06-16,Purchase,1501.34,1501.34,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV15494,CMP133,CUST02391,2025-01-11,Purchase,168.00,168.00,Grocery,Mobile,UPI,Completed,No
CONV15495,CMP052,CUST00566,2025-04-22,Purchase,0.00,1484.42,Grocery,Mobile,UPI,Cancelled,No
CONV15496,CMP183,CUST04727,2025-03-08,Purchase,2328.86,2328.86,Beauty,Desktop,UPI,Completed,No
CONV15497,CMP035,CUST01894,2025-11-24,Purchase,1581.13,1581.13,Fashion,Desktop,Cash on Delivery,Completed,No
CONV15498,CMP154,CUST09147,2025-10-07,Purchase,2026.34,2026.34,Fitness,Desktop,Credit Card,Completed,No
CONV15499,CMP023,CUST01739,2025-11-08,Purchase,853.98,853.98,Books,Mobile,Cash on Delivery,Completed,No
CONV15500,CMP127,CUST09826,2025-07-31,Lead,0.00,0.00,Grocery,Tablet,Credit Card,Completed,Yes
CONV15501,CMP143,CUST03488,2025-11-15,Purchase,2359.55,2359.55,Fitness,Desktop,Cash on Delivery,Completed,Yes
CONV15502,CMP076,CUST00556,2025-04-14,Purchase,4336.05,4336.05,Fitness,Mobile,Credit Card,Completed,Yes
CONV15503,CMP135,CUST03058,2025-03-18,Subscription,1159.86,1159.86,Grocery,Desktop,Credit Card,Completed,No
CONV15504,CMP188,CUST04897,2025-08-11,Purchase,0.00,964.28,Personal Care,Mobile,Debit Card,Pending,Yes
CONV15505,CMP131,CUST09506,2025-11-10,Purchase,0.00,1203.30,Personal Care,Mobile,Wallet,Cancelled,Yes
CONV15506,CMP068,CUST02762,2025-08-19,Purchase,1136.54,1136.54,Grocery,Mobile,Credit Card,Completed,No
CONV15507,CMP047,CUST01175,2025-11-24,Purchase,366.63,366.63,Fashion,Mobile,Debit Card,Completed,Yes
CONV15508,CMP039,CUST01766,2025-03-07,Purchase,2103.79,2103.79,Fitness,Mobile,Debit Card,Completed,No
CONV15509,CMP054,CUST01778,2025-06-14,Purchase,3010.30,3010.30,Fashion,Mobile,UPI,Completed,Yes
CONV15510,CMP051,CUST02088,2025-03-29,Purchase,492.19,492.19,Books,Mobile,Debit Card,Completed,No
CONV15511,CMP190,CUST02625,2025-10-20,Lead,500.00,500.00,Books,Mobile,Net Banking,Completed,No
CONV15512,CMP052,CUST05854,2025-04-14,Purchase,1762.09,1762.09,Personal Care,Mobile,Cash on Delivery,Completed,No
CONV15513,CMP123,CUST04784,2025-03-25,Purchase,249.04,249.04,Books,Mobile,Wallet,Completed,No
CONV15514,CMP115,CUST02222,2025-07-18,Purchase,461.04,461.04,Grocery,Mobile,Debit Card,Completed,No
CONV15515,CMP107,CUST03995,2025-11-19,Purchase,785.26,785.26,Books,Tablet,Debit Card,Completed,No
CONV15516,CMP083,CUST07319,2025-11-24,Purchase,0.00,2137.18,Grocery,Mobile,Credit Card,Cancelled,Yes
CONV15517,CMP028,CUST09060,2025-04-09,Lead,0.00,0.00,Books,Mobile,UPI,Completed,Yes
CONV15518,CMP051,CUST01381,2025-03-14,Purchase,903.29,903.29,Fitness,Mobile,Wallet,Completed,No
CONV15519,CMP132,CUST03536,2025-12-22,Purchase,1191.69,1191.69,Personal Care,Desktop,UPI,Completed,No
CONV15520,CMP115,CUST09155,2025-07-21,Subscription,2493.80,2493.80,Fitness,Mobile,Debit Card,Completed,No
CONV15521,CMP122,CUST06312,2025-02-10,Purchase,2409.11,2409.11,Home & Kitchen,Mobile,UPI,Completed,No
CONV15522,CMP066,CUST09610,2025-06-17,Purchase,1044.81,1044.81,Books,Mobile,Credit Card,Completed,No
CONV15523,CMP161,CUST06363,2025-05-14,Purchase,2227.55,2227.55,Fashion,Desktop,Debit Card,Completed,No
CONV15524,CMP021,CUST03050,2025-09-15,Purchase,1789.14,1789.14,Home & Kitchen,Mobile,Cash on Delivery,Completed,Yes
CONV15525,CMP074,CUST08761,2025-02-16,Purchase,0.00,718.90,Personal Care,Mobile,UPI,Pending,No
CONV15526,CMP075,CUST09503,2025-03-17,Lead,250.00,250.00,Books,Mobile,Credit Card,Completed,No
CONV15527,CMP060,CUST07434,2025-12-11,Purchase,6356.52,6356.52,Electronics,Tablet,Cash on Delivery,Completed,No
CONV15528,CMP006,CUST02407,2025-06-02,Subscription,295.70,2571.72,Fashion,Mobile,Debit Card,Refunded,No
CONV15529,CMP084,CUST00699,2025-12-11,Purchase,316.68,316.68,Beauty,Mobile,UPI,Completed,No
CONV15530,CMP042,CUST07960,2025-06-15,Purchase,190.58,190.58,Beauty,Mobile,Wallet,Completed,No
CONV15531,CMP139,CUST03639,2025-07-08,Lead,0.00,0.00,Fashion,Desktop,UPI,Completed,No
CONV15532,CMP016,CUST00168,2025-04-03,Purchase,1684.12,1684.12,Home & Kitchen,Mobile,UPI,Completed,No
CONV15533,CMP036,CUST05574,2025-12-27,Subscription,469.85,469.85,Books,Mobile,UPI,Completed,No
CONV15534,CMP064,CUST07447,2025-04-03,Purchase,2263.07,2263.07,Electronics,Mobile,Net Banking,Completed,No
CONV15535,CMP095,CUST04120,2025-11-10,Purchase,4625.26,4625.26,Electronics,Desktop,Debit Card,Completed,No
CONV15536,CMP010,CUST09684,2025-10-13,Purchase,362.77,2158.35,Fitness,Mobile,UPI,Refunded,No
CONV15537,CMP191,CUST06079,2025-11-28,Lead,250.00,250.00,Personal Care,Desktop,UPI,Completed,No
CONV15538,CMP154,CUST08271,2025-10-12,Subscription,1846.28,1846.28,Fashion,Desktop,UPI,Completed,No
CONV15539,CMP007,CUST03469,2025-07-15,Purchase,0.00,945.25,Beauty,Desktop,Wallet,Cancelled,No
CONV15540,CMP032,CUST02777,2025-08-20,Purchase,791.19,791.19,Personal Care,Desktop,Credit Card,Completed,Yes
CONV15541,CMP026,CUST06009,2025-02-15,Purchase,4359.06,4359.06,Home & Kitchen,Mobile,Cash on Delivery,Completed,Yes
CONV15542,CMP191,CUST07985,2025-11-20,Purchase,2281.36,2281.36,Fashion,Mobile,UPI,Completed,No
CONV15543,CMP155,CUST06491,2025-11-10,Purchase,1022.26,1022.26,Personal Care,Mobile,UPI,Completed,No
CONV15544,CMP110,CUST08579,2025-02-26,Lead,26.22,500.00,Books,Mobile,Credit Card,Refunded,No
CONV15545,CMP012,CUST01960,2025-12-21,Purchase,1666.20,1666.20,Grocery,Mobile,Credit Card,Completed,No
CONV15546,CMP196,CUST00575,2025-04-16,Purchase,4315.93,4315.93,Home & Kitchen,Mobile,UPI,Completed,No
CONV15547,CMP044,CUST04962,2025-08-07,Purchase,3541.34,3541.34,Electronics,Mobile,Debit Card,Completed,No
CONV15548,CMP025,CUST00094,2025-01-09,Purchase,831.05,831.05,Books,Desktop,UPI,Completed,No
CONV15549,CMP184,CUST02396,2025-04-10,Lead,250.00,250.00,Electronics,Mobile,Wallet,Completed,No
CONV15550,CMP196,CUST09064,2025-04-12,Purchase,4248.74,4248.74,Fitness,Desktop,Net Banking,Completed,Yes
CONV15551,CMP049,CUST02637,2025-01-14,Purchase,2140.67,2140.67,Home & Kitchen,Mobile,UPI,Completed,No
CONV15552,CMP136,CUST07116,2025-04-18,Purchase,1837.93,1837.93,Home & Kitchen,Desktop,Cash on Delivery,Completed,No
CONV15553,CMP078,CUST02505,2025-06-03,Subscription,427.89,2318.31,Fashion,Mobile,Credit Card,Refunded,No
CONV15554,CMP139,CUST02140,2025-07-22,Subscription,1208.39,1208.39,Grocery,Mobile,Debit Card,Completed,No
CONV15555,CMP015,CUST05009,2025-03-06,Subscription,2672.32,2672.32,Fashion,Desktop,Credit Card,Completed,No
CONV15556,CMP036,CUST07957,2025-12-18,App Signup,0.00,0.00,Beauty,Mobile,Credit Card,Completed,No
CONV15557,CMP137,CUST01767,2025-05-17,Purchase,2531.15,2531.15,Grocery,Desktop,UPI,Completed,No
CONV15558,CMP177,CUST01577,2025-09-30,Lead,0.00,0.00,Books,Mobile,UPI,Completed,No
CONV15559,CMP013,CUST06835,2025-01-31,Purchase,361.37,361.37,Beauty,Tablet,Cash on Delivery,Completed,No
CONV15560,CMP020,CUST08441,2025-08-28,Purchase,925.79,925.79,Personal Care,Mobile,Net Banking,Completed,No
CONV15561,CMP015,CUST09615,2025-03-23,Purchase,1932.23,1932.23,Fitness,Desktop,UPI,Completed,Yes
CONV15562,CMP015,CUST09707,2025-03-13,Purchase,2112.46,2112.46,Electronics,Mobile,UPI,Completed,No
CONV15563,CMP003,CUST07091,2025-03-21,Purchase,3061.16,3061.16,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV15564,CMP114,CUST06828,2025-06-15,Purchase,1052.48,1052.48,Fashion,Mobile,Credit Card,Completed,No
CONV15565,CMP142,CUST08638,2025-10-18,Purchase,1079.94,1079.94,Personal Care,Mobile,UPI,Completed,No
CONV15566,CMP117,CUST03624,2025-09-09,Purchase,5840.53,5840.53,Electronics,Mobile,Cash on Delivery,Completed,No
CONV15567,CMP142,CUST08172,2025-10-17,Purchase,1219.41,1219.41,Fitness,Mobile,UPI,Completed,No
CONV15568,CMP175,CUST00635,2025-07-16,Purchase,2763.87,2763.87,Fashion,Mobile,Credit Card,Completed,No
CONV15569,CMP102,CUST02722,2025-06-05,Purchase,794.55,794.55,Personal Care,Desktop,UPI,Completed,No
CONV15570,CMP199,CUST06245,2025-07-17,Purchase,1255.01,1255.01,Personal Care,Desktop,UPI,Completed,Yes
CONV15571,CMP025,CUST08642,2025-01-11,Purchase,0.00,910.56,Books,Mobile,Net Banking,Cancelled,Yes
CONV15572,CMP049,CUST08566,2025-01-02,Lead,0.00,0.00,Grocery,Mobile,Debit Card,Completed,No
CONV15573,CMP158,CUST05342,2025-02-25,Purchase,591.68,591.68,Grocery,Mobile,Cash on Delivery,Completed,No
CONV15574,CMP007,CUST02338,2025-07-17,Purchase,1053.25,1053.25,Home & Kitchen,Tablet,Cash on Delivery,Completed,No
CONV15575,CMP136,CUST04367,2025-04-25,App Signup,250.00,250.00,Grocery,Mobile,Credit Card,Completed,No
CONV15576,CMP096,CUST04736,2025-12-10,Purchase,933.88,933.88,Fashion,Desktop,Debit Card,Completed,No
CONV15577,CMP058,CUST01257,2025-10-21,Purchase,1659.80,1659.80,Beauty,Desktop,UPI,Completed,Yes
CONV15578,CMP063,CUST08769,2025-03-29,Purchase,713.18,713.18,Beauty,Tablet,UPI,Completed,No
CONV15579,CMP133,CUST05516,2025-01-15,Lead,250.00,250.00,Home & Kitchen,Desktop,UPI,Completed,No
CONV15580,CMP125,CUST03497,2025-05-25,Purchase,1561.53,1561.53,Beauty,Desktop,UPI,Completed,Yes
CONV15581,CMP119,CUST03250,2025-11-06,Purchase,1650.70,1650.70,Beauty,Desktop,Net Banking,Completed,No
CONV15582,CMP003,CUST01583,2025-03-09,Subscription,389.13,389.13,Books,Mobile,Wallet,Completed,No
CONV15583,CMP176,CUST03200,2025-08-13,Purchase,23.03,581.13,Books,Mobile,Credit Card,Refunded,No
CONV15584,CMP112,CUST00658,2025-04-20,Purchase,0.00,558.84,Grocery,Mobile,UPI,Pending,Yes
CONV15585,CMP102,CUST09098,2025-06-10,App Signup,0.00,0.00,Personal Care,Desktop,UPI,Completed,No
CONV15586,CMP189,CUST02873,2025-09-16,Purchase,1297.23,1297.23,Beauty,Mobile,Credit Card,Completed,No
CONV15587,CMP093,CUST00988,2025-09-19,Purchase,5075.11,5075.11,Electronics,Mobile,Credit Card,Completed,No
CONV15588,CMP181,CUST03817,2025-01-22,Purchase,1255.94,1255.94,Personal Care,Mobile,Net Banking,Completed,No
CONV15589,CMP172,CUST07359,2025-04-05,Subscription,745.88,745.88,Electronics,Mobile,Cash on Delivery,Completed,No
CONV15590,CMP041,CUST03811,2025-05-11,Purchase,43.35,266.96,Beauty,Mobile,Wallet,Refunded,Yes
CONV15591,CMP033,CUST01538,2025-09-05,Purchase,1249.64,1249.64,Grocery,Mobile,UPI,Completed,No
CONV15592,CMP040,CUST09160,2025-04-12,Subscription,886.47,886.47,Electronics,Desktop,Wallet,Completed,No
CONV15593,CMP190,CUST01436,2025-10-13,Purchase,0.00,1510.75,Grocery,Desktop,Net Banking,Pending,Yes
CONV15594,CMP068,CUST04605,2025-08-20,Purchase,6416.07,6416.07,Electronics,Desktop,Debit Card,Completed,No
CONV15595,CMP028,CUST00047,2025-04-13,Purchase,0.00,3684.42,Home & Kitchen,Desktop,UPI,Cancelled,Yes
CONV15596,CMP101,CUST04496,2025-05-13,Purchase,4924.37,4924.37,Electronics,Mobile,UPI,Completed,Yes
CONV15597,CMP194,CUST02262,2025-02-16,Purchase,4724.67,4724.67,Fitness,Desktop,Cash on Delivery,Completed,No
CONV15598,CMP158,CUST09731,2025-02-25,Purchase,3009.23,3009.23,Electronics,Desktop,UPI,Completed,No
CONV15599,CMP183,CUST02302,2025-03-12,Purchase,1447.33,1447.33,Grocery,Mobile,UPI,Completed,Yes
CONV15600,CMP198,CUST08582,2025-06-07,Purchase,1740.56,1740.56,Fashion,Mobile,Wallet,Completed,No
CONV15601,CMP200,CUST07491,2025-08-17,Purchase,1857.91,1857.91,Fitness,Desktop,Debit Card,Completed,No
CONV15602,CMP105,CUST09076,2025-09-13,Purchase,1477.53,1477.53,Grocery,Desktop,Wallet,Completed,No
CONV15603,CMP069,CUST03935,2025-09-21,Purchase,1221.77,1221.77,Fitness,Mobile,Debit Card,Completed,No
CONV15604,CMP146,CUST05881,2025-02-20,Purchase,2284.50,2284.50,Fashion,Mobile,UPI,Completed,No
CONV15605,CMP076,CUST07748,2025-04-24,Purchase,780.66,780.66,Books,Mobile,Wallet,Completed,No
CONV15606,CMP191,CUST02214,2025-11-11,Purchase,826.58,826.58,Fitness,Mobile,UPI,Completed,Yes
CONV15607,CMP067,CUST04507,2025-07-08,Purchase,2046.92,2046.92,Personal Care,Mobile,Net Banking,Completed,No
CONV15608,CMP137,CUST01363,2025-05-12,Purchase,520.44,520.44,Personal Care,Mobile,UPI,Completed,No
CONV15609,CMP134,CUST00204,2025-02-26,Purchase,410.63,410.63,Grocery,Mobile,Cash on Delivery,Completed,No
CONV15610,CMP033,CUST09972,2025-09-07,Purchase,0.00,2154.20,Fitness,Mobile,Net Banking,Cancelled,No
CONV15611,CMP103,CUST00466,2025-07-10,Purchase,1329.36,1329.36,Beauty,Mobile,Debit Card,Completed,Yes
CONV15612,CMP065,CUST04173,2025-05-27,Purchase,655.21,655.21,Fitness,Mobile,Credit Card,Completed,No
CONV15613,CMP081,CUST06155,2025-09-10,Lead,0.00,0.00,Home & Kitchen,Mobile,Cash on Delivery,Completed,No
CONV15614,CMP045,CUST09862,2025-09-05,Purchase,1361.78,1361.78,Fitness,Mobile,Cash on Delivery,Completed,No
CONV15615,CMP025,CUST00879,2025-01-19,Purchase,2297.48,2297.48,Fashion,Mobile,Cash on Delivery,Completed,No
CONV15616,CMP184,CUST05972,2025-04-20,Purchase,150.00,150.00,Home & Kitchen,Tablet,UPI,Completed,Yes
CONV15617,CMP053,CUST07236,2025-05-11,Subscription,1820.18,1820.18,Fitness,Mobile,Credit Card,Completed,Yes
CONV15618,CMP160,CUST04684,2025-04-30,Purchase,560.11,560.11,Fashion,Mobile,Credit Card,Completed,No
CONV15619,CMP092,CUST00113,2025-08-09,Purchase,213.07,213.07,Personal Care,Tablet,Net Banking,Completed,No
CONV15620,CMP091,CUST04553,2025-07-27,Purchase,0.00,1302.88,Personal Care,Desktop,UPI,Cancelled,No
CONV15621,CMP041,CUST08408,2025-05-22,Purchase,7052.82,7052.82,Electronics,Tablet,Net Banking,Completed,No
CONV15622,CMP188,CUST05143,2025-08-18,Lead,0.00,0.00,Grocery,Desktop,Wallet,Refunded,No
CONV15623,CMP001,CUST01826,2025-01-23,App Signup,500.00,500.00,Fashion,Mobile,Credit Card,Completed,Yes
CONV15624,CMP173,CUST03161,2025-05-29,Purchase,695.19,695.19,Beauty,Mobile,UPI,Completed,Yes
CONV15625,CMP096,CUST06467,2025-12-17,Purchase,3141.29,3141.29,Fitness,Mobile,Wallet,Completed,No
CONV15626,CMP195,CUST00714,2025-03-30,Purchase,3821.63,3821.63,Electronics,Desktop,UPI,Completed,No
CONV15627,CMP164,CUST06661,2025-08-14,Purchase,1119.44,1119.44,Grocery,Desktop,Credit Card,Completed,No
CONV15628,CMP024,CUST04458,2025-12-30,Subscription,786.14,786.14,Grocery,Mobile,UPI,Completed,No
CONV15629,CMP126,CUST00553,2025-06-08,Purchase,0.00,1091.45,Personal Care,Mobile,Cash on Delivery,Cancelled,No
CONV15630,CMP020,CUST02040,2025-08-22,Purchase,1293.39,1293.39,Grocery,Mobile,UPI,Completed,No
CONV15631,CMP099,CUST03153,2025-03-15,Purchase,3572.21,3572.21,Fitness,Mobile,UPI,Completed,No
CONV15632,CMP109,CUST08598,2025-01-15,App Signup,500.00,500.00,Books,Mobile,Net Banking,Completed,No
CONV15633,CMP019,CUST07904,2025-07-09,Purchase,711.21,711.21,Personal Care,Mobile,Cash on Delivery,Completed,No
CONV15634,CMP123,CUST03475,2025-03-24,Purchase,946.07,946.07,Grocery,Mobile,Credit Card,Completed,Yes
CONV15635,CMP059,CUST06470,2025-11-12,Purchase,1248.93,1248.93,Fashion,Mobile,Cash on Delivery,Completed,No
CONV15636,CMP085,CUST03497,2025-01-16,Purchase,3375.42,3375.42,Fitness,Mobile,Wallet,Completed,Yes
CONV15637,CMP054,CUST04737,2025-06-11,Purchase,5110.23,5110.23,Electronics,Desktop,Cash on Delivery,Completed,No
CONV15638,CMP052,CUST09247,2025-04-21,App Signup,250.00,250.00,Books,Desktop,UPI,Completed,Yes
CONV15639,CMP124,CUST05559,2025-04-27,Lead,250.00,250.00,Electronics,Mobile,UPI,Completed,No
CONV15640,CMP103,CUST07116,2025-07-10,Purchase,497.47,497.47,Books,Mobile,Credit Card,Completed,No
CONV15641,CMP169,CUST00689,2025-01-04,Purchase,1196.47,1196.47,Beauty,Mobile,UPI,Completed,Yes
CONV15642,CMP145,CUST07441,2025-01-16,Purchase,5363.33,5363.33,Home & Kitchen,Mobile,UPI,Completed,No
CONV15643,CMP182,CUST00484,2025-02-22,Purchase,2766.90,2766.90,Home & Kitchen,Mobile,Wallet,Completed,Yes
CONV15644,CMP026,CUST02224,2025-02-22,Purchase,916.22,916.22,Books,Mobile,Credit Card,Completed,Yes
CONV15645,CMP113,CUST09790,2025-05-26,Purchase,1278.60,1278.60,Beauty,Mobile,UPI,Completed,No
CONV15646,CMP086,CUST06065,2025-02-20,Purchase,4601.38,4601.38,Electronics,Mobile,UPI,Completed,No
CONV15647,CMP035,CUST08021,2025-11-24,Lead,0.00,500.00,Fashion,Desktop,Wallet,Cancelled,No
CONV15648,CMP073,CUST07590,2025-01-12,Purchase,171.38,171.38,Grocery,Mobile,Credit Card,Completed,No
CONV15649,CMP007,CUST04693,2025-07-16,Purchase,471.55,471.55,Fashion,Mobile,UPI,Completed,No
CONV15650,CMP105,CUST07338,2025-09-19,Purchase,507.33,507.33,Books,Mobile,Net Banking,Completed,No
CONV15651,CMP091,CUST06645,2025-07-17,Purchase,912.05,912.05,Books,Desktop,Credit Card,Completed,No
CONV15652,CMP115,CUST08321,2025-07-08,Purchase,0.00,449.35,Books,Mobile,Debit Card,Pending,No
CONV15653,CMP030,CUST06299,2025-06-22,Purchase,2035.09,2035.09,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV15654,CMP016,CUST07631,2025-04-09,Purchase,1632.62,1632.62,Home & Kitchen,Mobile,Credit Card,Completed,Yes
CONV15655,CMP037,CUST07397,2025-01-07,Subscription,1146.27,1146.27,Personal Care,Mobile,Debit Card,Completed,No
CONV15656,CMP030,CUST06883,2025-06-24,Subscription,866.34,866.34,Books,Mobile,UPI,Completed,No
CONV15657,CMP013,CUST02007,2025-01-12,Purchase,4561.51,4561.51,Electronics,Mobile,UPI,Completed,No
CONV15658,CMP181,CUST04173,2025-01-08,Purchase,1569.42,1569.42,Home & Kitchen,Desktop,Cash on Delivery,Completed,No
CONV15659,CMP151,CUST08242,2025-07-25,Purchase,168.00,168.00,Grocery,Mobile,UPI,Completed,No
CONV15660,CMP076,CUST03941,2025-04-12,Purchase,0.00,3215.95,Home & Kitchen,Desktop,UPI,Pending,Yes
CONV15661,CMP086,CUST01840,2025-02-22,Purchase,2513.00,2513.00,Home & Kitchen,Mobile,Cash on Delivery,Completed,No
CONV15662,CMP174,CUST08976,2025-06-10,Purchase,427.99,427.99,Grocery,Mobile,Credit Card,Completed,No
CONV15663,CMP180,CUST02695,2025-12-17,Purchase,1290.05,1290.05,Electronics,Mobile,Cash on Delivery,Completed,No
CONV15664,CMP039,CUST01307,2025-03-12,Purchase,1515.16,1515.16,Home & Kitchen,Mobile,Net Banking,Completed,Yes
CONV15665,CMP179,CUST04330,2025-11-17,Purchase,3159.65,3159.65,Fitness,Mobile,Net Banking,Completed,No
CONV15666,CMP113,CUST04559,2025-05-11,Purchase,1165.01,1165.01,Beauty,Tablet,Debit Card,Completed,Yes
CONV15667,CMP008,CUST06483,2025-08-14,Purchase,3132.25,3132.25,Home & Kitchen,Tablet,UPI,Completed,Yes
CONV15668,CMP086,CUST08595,2025-02-10,Purchase,1954.34,1954.34,Home & Kitchen,Mobile,Wallet,Completed,Yes
CONV15669,CMP038,CUST07490,2025-02-26,Lead,0.00,0.00,Beauty,Mobile,UPI,Completed,No
CONV15670,CMP143,CUST00913,2025-11-08,Purchase,872.86,872.86,Grocery,Mobile,Credit Card,Completed,Yes
CONV15671,CMP062,CUST02888,2025-02-18,App Signup,500.00,500.00,Fashion,Desktop,Debit Card,Completed,No
CONV15672,CMP116,CUST09069,2025-08-17,Purchase,977.87,977.87,Books,Mobile,UPI,Completed,No
CONV15673,CMP076,CUST03762,2025-04-15,Purchase,5740.83,5740.83,Electronics,Mobile,Debit Card,Completed,No
CONV15674,CMP199,CUST08336,2025-07-05,Purchase,135.69,1242.73,Books,Desktop,Cash on Delivery,Refunded,Yes
CONV15675,CMP190,CUST08888,2025-10-02,Lead,500.00,500.00,Fitness,Desktop,Wallet,Completed,No
CONV15676,CMP171,CUST01871,2025-03-18,Purchase,884.35,884.35,Beauty,Mobile,UPI,Completed,No
CONV15677,CMP156,CUST01644,2025-12-04,Purchase,4450.70,4450.70,Electronics,Mobile,Credit Card,Completed,Yes
CONV15678,CMP120,CUST03085,2025-12-18,App Signup,250.00,250.00,Home & Kitchen,Desktop,Net Banking,Completed,No
CONV15679,CMP168,CUST03085,2025-12-13,Subscription,0.00,1704.49,Beauty,Mobile,Credit Card,Cancelled,No
CONV15680,CMP194,CUST02032,2025-02-05,Purchase,1069.68,1069.68,Personal Care,Mobile,Debit Card,Completed,Yes
CONV15681,CMP061,CUST06060,2025-01-21,Purchase,620.26,620.26,Books,Mobile,UPI,Completed,No
CONV15682,CMP002,CUST04761,2025-02-12,Purchase,2711.61,2711.61,Fashion,Mobile,UPI,Completed,No
CONV15683,CMP083,CUST05339,2025-11-20,Purchase,0.00,1349.92,Personal Care,Mobile,UPI,Cancelled,No
CONV15684,CMP014,CUST01220,2025-02-20,Purchase,1299.30,1299.30,Home & Kitchen,Mobile,Credit Card,Completed,No
CONV15685,CMP038,CUST05605,2025-02-23,Purchase,767.16,767.16,Books,Tablet,UPI,Completed,No
CONV15686,CMP062,CUST02885,2025-02-05,Purchase,2145.57,2145.57,Electronics,Mobile,Debit Card,Completed,Yes
CONV15687,CMP172,CUST01480,2025-04-17,Purchase,0.00,659.44,Grocery,Tablet,Credit Card,Cancelled,No
CONV15688,CMP168,CUST09416,2025-12-15,Purchase,891.22,891.22,Grocery,Mobile,UPI,Completed,Yes
CONV15689,CMP055,CUST05606,2025-07-08,Purchase,1470.50,1470.50,Fitness,Desktop,Credit Card,Completed,No
CONV15690,CMP125,CUST04779,2025-05-22,Purchase,993.21,993.21,Grocery,Desktop,Credit Card,Completed,No
CONV15691,CMP080,CUST04910,2025-08-14,Purchase,423.14,423.14,Books,Desktop,Wallet,Completed,No
CONV15692,CMP188,CUST09506,2025-08-17,Purchase,4120.97,4120.97,Electronics,Mobile,UPI,Completed,Yes
CONV15693,CMP062,CUST07693,2025-02-21,Purchase,1456.46,1456.46,Grocery,Mobile,Cash on Delivery,Completed,No
CONV15694,CMP163,CUST05782,2025-07-10,Purchase,1581.53,1581.53,Grocery,Mobile,Credit Card,Completed,No
CONV15695,CMP068,CUST07471,2025-08-26,Purchase,1507.86,1507.86,Personal Care,Mobile,UPI,Completed,No
CONV15696,CMP035,CUST08693,2025-11-13,Subscription,742.38,742.38,Personal Care,Desktop,UPI,Completed,Yes
CONV15697,CMP128,CUST09237,2025-08-14,Purchase,2120.81,2120.81,Home & Kitchen,Desktop,Credit Card,Completed,No
CONV15698,CMP151,CUST00556,2025-07-14,Subscription,3990.25,3990.25,Electronics,Mobile,Debit Card,Completed,No
CONV15699,CMP019,CUST06076,2025-07-04,Purchase,2032.41,2032.41,Home & Kitchen,Mobile,UPI,Completed,No
CONV15700,CMP032,CUST09059,2025-08-23,Purchase,3207.79,3207.79,Home & Kitchen,Mobile,UPI,Completed,No
CONV15701,CMP065,CUST00033,2025-05-18,Purchase,1736.01,1736.01,Fashion,Mobile,Cash on Delivery,Completed,Yes
CONV15702,CMP130,CUST07877,2025-10-22,Subscription,2205.97,2205.97,Beauty,Mobile,Cash on Delivery,Completed,No
CONV15703,CMP016,CUST06183,2025-04-03,Purchase,1196.80,1196.80,Personal Care,Desktop,Wallet,Completed,No
CONV15704,CMP031,CUST03754,2025-07-21,Purchase,2075.69,2075.69,Home & Kitchen,Mobile,UPI,Completed,No
CONV15705,CMP123,CUST05434,2025-03-12,Purchase,2905.12,2905.12,Fitness,Mobile,UPI,Completed,No
